Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit
O902884,6/26/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00837,Student,None,E0026,Customer Care,P0161,SKU-100160,Apple Phones Air,Electronics,Phones,Apple,1,1283,1918,96,146,0,1918,1822,1283,539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902957,6/26/24,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Low,EFT,NONE,No Promotion,C00768,Enterprise,None,E0004,Upgrades,P0133,SKU-100132,Belkin Accessories Air,Electronics,Accessories,Belkin,3,931,1462,132,340,0,4386,4254,2793,1461
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903035,6/26/24,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C01119,Student,None,E0058,Customer Care,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,3,9,12,4,5,0,36,32,27,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903187,6/26/24,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00495,Budget,Gold,E0011,Customer Care,P0054,SKU-100053,Dell Laptops Pro,Electronics,Laptops,Dell,1,601,736,110,94,0,736,626,601,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903454,6/26/24,6/29/24,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Partner,High,Card,CLEARANCE15,Clearance 15%,C00863,Budget,Gold,E0024,Customer Care,P0116,SKU-100115,Bosch Appliances Value,Home,Appliances,Bosch,2,1070,1402,477,349,0,2804,2327,2140,187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903892,6/26/24,6/28/24,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Partner,Normal,Card,CLEARANCE15,Clearance 15%,C00760,Budget,Bronze,E0028,New Sales,P0112,SKU-100111,Logitech Accessories Max,Electronics,Accessories,Logitech,1,1222,1667,250,213,80,1667,1417,1222,195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904361,6/26/24,,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00078,Enterprise,Bronze,E0009,New Sales,P0170,SKU-100169,Anker Accessories Air,Electronics,Accessories,Anker,1,470,823,123,56,0,823,700,470,230
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904388,6/26/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,EFT,CLEARANCE15,Clearance 15%,C00021,Family,None,E0054,Corporate,P0018,SKU-100017,Lenovo Tablets Max,Electronics,Tablets,Lenovo,3,532,686,309,140,0,2058,1749,1596,153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904441,6/26/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Low,Card,CLEARANCE15,Clearance 15%,C00338,Family,None,E0024,Customer Care,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,4,1018,1343,1074,645,0,5372,4298,4072,226
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904755,6/26/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Wallet,LOYALTY5,Loyalty 5%,C00507,Family,Bronze,E0061,New Sales,P0049,SKU-100048,Apple Phones Plus,Electronics,Phones,Apple,4,1394,1875,375,570,0,7500,7125,5576,1549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900614,6/27/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00883,Family,Silver,E0069,New Sales,P0048,SKU-100047,Local Household Eco,Grocery,Household,Local,1,11,15,2,1,0,15,13,11,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900799,6/27/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Wallet,BUNDLE12,Bundle 12%,C01097,Business,Silver,E0041,New Sales,P0122,SKU-100121,Bosch Cleaning Eco,Home,Cleaning,Bosch,3,227,285,103,60,0,855,752,681,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901322,6/27/24,7/1/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Low,Card,CLEARANCE15,Clearance 15%,C00325,Family,Bronze,E0016,Upgrades,P0012,SKU-100011,Samsung Appliances Value,Home,Appliances,Samsung,1,540,857,171,103,60,857,686,540,146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901842,6/27/24,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00523,Business,Silver,E0009,New Sales,P0074,SKU-100073,Local Women Standard (L),Clothing,Women,Local,2,60,86,17,23,0,172,155,120,35
O902048,6/27/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Normal,EFT,LOYALTY5,Loyalty 5%,C00613,Family,Silver,E0009,New Sales,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,2,1055,1772,177,505,0,3544,3367,2110,1257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902310,6/27/24,7/1/24,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Card,CLEARANCE15,Clearance 15%,C00604,Family,Bronze,E0062,New Sales,P0074,SKU-100073,Local Women Standard (L),Clothing,Women,Local,1,60,86,15,6,0,86,71,60,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902748,6/27/24,7/1/24,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C01028,Family,None,E0059,New Sales,P0167,SKU-100166,Belkin Accessories Plus,Electronics,Accessories,Belkin,2,510,848,85,242,60,1696,1611,1020,591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902857,6/27/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00387,Student,Bronze,E0058,Customer Care,P0127,SKU-100126,LG Appliances Value,Home,Appliances,LG,2,167,231,46,33,0,462,416,334,82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903443,6/27/24,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Normal,Cash,BUNDLE12,Bundle 12%,C00044,Business,Bronze,E0018,Corporate,P0166,SKU-100165,Local Men Standard (M),Clothing,Men,Local,1,66,101,17,13,0,101,84,66,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903444,6/27/24,6/28/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Normal,Card,NONE,No Promotion,C00832,Budget,Silver,E0003,New Sales,P0002,SKU-100001,Local Household Value,Grocery,Household,Local,1,2,4,0,0,60,4,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903474,6/27/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,High,Card,LOYALTY5,Loyalty 5%,C00469,Family,Bronze,E0045,Upgrades,P0124,SKU-100123,Acer Laptops Air,Electronics,Laptops,Acer,4,833,1098,307,327,0,4392,4085,3332,753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904118,6/27/24,6/29/24,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Partner,High,Card,CLEARANCE15,Clearance 15%,C00431,Student,None,E0056,Corporate,P0115,SKU-100114,Local Kids Premium (S),Clothing,Kids,Local,1,54,71,11,9,30,71,60,54,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904126,6/27/24,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Wallet,WEEKEND10,Weekend 10%,C00374,Student,None,E0034,Corporate,P0121,SKU-100120,Local Kids Premium (S),Clothing,Kids,Local,2,84,133,35,18,0,266,231,168,63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904435,6/27/24,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00097,Family,Bronze,E0030,Corporate,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,2,9,12,2,3,0,24,22,18,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904510,6/27/24,7/4/24,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Partner,Normal,Card,CLEARANCE15,Clearance 15%,C00171,Family,Bronze,E0007,Upgrades,P0132,SKU-100131,Local Snacks Premium,Grocery,Snacks,Local,1,21,37,6,2,80,37,31,21,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904748,6/27/24,6/30/24,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Normal,Card,BUNDLE12,Bundle 12%,C00463,Business,Gold,E0019,Customer Care,P0126,SKU-100125,Tefal Kitchen Standard,Home,Kitchen,Tefal,1,496,597,84,77,45,597,513,496,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900569,6/28/24,7/3/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00205,Business,Bronze,E0039,Customer Care,P0025,SKU-100024,Local Household Eco,Grocery,Household,Local,3,18,33,7,14,45,99,92,54,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900576,6/28/24,7/1/24,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,Cash,BUNDLE12,Bundle 12%,C00882,Family,None,E0046,Customer Care,P0002,SKU-100001,Local Household Value,Grocery,Household,Local,3,2,4,1,1,80,12,11,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901579,6/28/24,7/2/24,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,High,Wallet,LOYALTY5,Loyalty 5%,C00169,Business,Silver,E0070,Customer Care,P0097,SKU-100096,Lenovo Laptops Air,Electronics,Laptops,Lenovo,2,1239,1655,166,252,45,3310,3144,2478,666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901733,6/28/24,6/29/24,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00602,Enterprise,None,E0004,Upgrades,P0071,SKU-100070,Local Beverages Standard,Grocery,Beverages,Local,1,21,26,2,4,60,26,24,21,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901900,6/28/24,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01152,Budget,None,E0004,Upgrades,P0062,SKU-100061,Local Household Eco,Grocery,Household,Local,1,30,37,6,5,0,37,31,30,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902101,6/28/24,7/2/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Card,WEEKEND10,Weekend 10%,C00804,Family,None,E0040,New Sales,P0122,SKU-100121,Bosch Cleaning Eco,Home,Cleaning,Bosch,2,227,285,86,39,45,570,484,454,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902367,6/28/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,EFT,WEEKEND10,Weekend 10%,C00682,Enterprise,None,E0044,Customer Care,P0006,SKU-100005,Local Snacks Value,Grocery,Snacks,Local,1,5,8,1,1,0,8,7,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902422,6/28/24,7/5/24,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Low,Card,WEEKEND10,Weekend 10%,C00600,Business,None,E0047,Corporate,P0107,SKU-100106,Local Household Eco,Grocery,Household,Local,4,24,36,17,19,60,144,127,96,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902502,6/28/24,7/3/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Wallet,CLEARANCE15,Clearance 15%,C00811,Family,Bronze,E0064,New Sales,P0126,SKU-100125,Tefal Kitchen Standard,Home,Kitchen,Tefal,4,496,597,406,297,60,2388,1982,1984,-2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903081,6/28/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00893,Budget,Bronze,E0047,Corporate,P0100,SKU-100099,Anker Accessories Basic,Electronics,Accessories,Anker,2,813,1463,205,408,0,2926,2721,1626,1095
O903103,6/28/24,7/3/24,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,Partner,Normal,Card,WEEKEND10,Weekend 10%,C00848,Family,Bronze,E0006,New Sales,P0087,SKU-100086,Local Women Value (S),Clothing,Women,Local,2,89,131,31,18,45,262,231,178,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903840,6/28/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Low,Wallet,BUNDLE12,Bundle 12%,C00118,Family,None,E0016,Upgrades,P0133,SKU-100132,Belkin Accessories Air,Electronics,Accessories,Belkin,1,931,1462,175,103,0,1462,1287,931,356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904051,6/28/24,7/5/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Low,Card,WEEKEND10,Weekend 10%,C00714,Family,Silver,E0066,Upgrades,P0056,SKU-100055,Google Phones Max,Electronics,Phones,Google,2,833,1014,243,143,45,2028,1785,1666,119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904526,6/28/24,6/30/24,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Card,CLEARANCE15,Clearance 15%,C00494,Business,None,E0027,Customer Care,P0106,SKU-100105,Samsung Tablets Pro,Electronics,Tablets,Samsung,2,1692,2241,672,305,80,4482,3810,3384,426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904727,6/28/24,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00695,Budget,Silver,E0011,Customer Care,P0171,SKU-100170,Local Kids Value (L),Clothing,Kids,Local,1,50,74,11,9,0,74,63,50,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904891,6/28/24,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,High,Card,LOYALTY5,Loyalty 5%,C00466,Business,Gold,E0015,Customer Care,P0123,SKU-100122,Samsung Phones Pro,Electronics,Phones,Samsung,4,402,528,169,291,0,2112,1943,1608,335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904940,6/28/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,High,Finance,CLEARANCE15,Clearance 15%,C00167,Enterprise,Silver,E0033,Upgrades,P0095,SKU-100094,Apple Tablets Max,Electronics,Tablets,Apple,3,834,1494,807,294,0,4482,3675,2502,1173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900216,6/29/24,7/2/24,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Partner,Low,EFT,BUNDLE12,Bundle 12%,C00992,Enterprise,Bronze,E0048,Customer Care,P0059,SKU-100058,Acer Laptops Basic,Electronics,Laptops,Acer,1,1984,2435,292,171,60,2435,2143,1984,159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900457,6/29/24,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Low,Card,LOYALTY5,Loyalty 5%,C01073,Enterprise,Bronze,E0029,New Sales,P0173,SKU-100172,Google Phones Pro,Electronics,Phones,Google,1,458,544,44,75,0,544,500,458,42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900650,6/29/24,7/6/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Normal,Card,NONE,No Promotion,C00041,Student,Silver,E0003,New Sales,P0139,SKU-100138,Local Kids Eco (S),Clothing,Kids,Local,1,20,33,2,2,80,33,31,20,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901390,6/29/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C01134,Business,None,E0059,New Sales,P0001,SKU-100000,Bosch Appliances Eco,Home,Appliances,Bosch,3,358,581,296,116,0,1743,1447,1074,373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902125,6/29/24,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Low,Wallet,WEEKEND10,Weekend 10%,C01171,Budget,None,E0017,New Sales,P0019,SKU-100018,Local Men Value (L),Clothing,Men,Local,1,17,26,3,2,0,26,23,17,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902227,6/29/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00416,Student,None,E0011,Customer Care,P0135,SKU-100134,Local Kids Value (S),Clothing,Kids,Local,4,91,149,119,38,0,596,477,364,113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902266,6/29/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,NONE,No Promotion,C00055,Student,Bronze,E0047,Corporate,P0162,SKU-100161,Google Phones Air,Electronics,Phones,Google,1,1068,1278,26,100,0,1278,1252,1068,184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903045,6/29/24,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C00822,Family,Gold,E0026,Customer Care,P0036,SKU-100035,Local Household Standard,Grocery,Household,Local,1,20,27,5,2,0,27,22,20,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903458,6/29/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Finance,NONE,No Promotion,C00729,Family,Bronze,E0049,Customer Care,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,1,1018,1343,27,105,0,1343,1316,1018,298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904487,6/29/24,7/2/24,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Partner,Normal,Card,WEEKEND10,Weekend 10%,C00813,Enterprise,Gold,E0015,Customer Care,P0170,SKU-100169,Anker Accessories Air,Electronics,Accessories,Anker,1,470,823,99,58,45,823,724,470,254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904640,6/29/24,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,High,EFT,NONE,No Promotion,C00811,Family,Bronze,E0011,Customer Care,P0082,SKU-100081,Belkin Accessories Basic,Electronics,Accessories,Belkin,1,965,1432,0,215,0,1432,1432,965,467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900164,6/30/24,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00369,Student,Gold,E0059,New Sales,P0109,SKU-100108,Google Phones Max,Electronics,Phones,Google,1,1160,1948,253,136,0,1948,1695,1160,535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901152,6/30/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00036,Family,None,E0056,Corporate,P0007,SKU-100006,Samsung Phones Max,Electronics,Phones,Samsung,2,938,1598,256,441,0,3196,2940,1876,1064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901814,6/30/24,7/5/24,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00772,Business,Bronze,E0036,Customer Care,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,1,10,17,2,2,45,17,15,10,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902667,6/30/24,7/2/24,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Low,Finance,CLEARANCE15,Clearance 15%,C00288,Business,None,E0007,Upgrades,P0003,SKU-100002,Asus Laptops Plus,Electronics,Laptops,Asus,2,1464,1966,590,267,60,3932,3342,2928,414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903533,6/30/24,7/2/24,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,Normal,Card,NONE,No Promotion,C00019,Business,None,E0004,Upgrades,P0137,SKU-100136,Apple Phones Basic,Electronics,Phones,Apple,1,1103,1459,29,214,60,1459,1430,1103,327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903719,6/30/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,EFT,LOYALTY5,Loyalty 5%,C00051,Business,Bronze,E0060,New Sales,P0003,SKU-100002,Asus Laptops Plus,Electronics,Laptops,Asus,1,1464,1966,157,145,0,1966,1809,1464,345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904054,6/30/24,7/1/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,Cash,BUNDLE12,Bundle 12%,C00814,Budget,None,E0057,Upgrades,P0057,SKU-100056,Local Snacks Eco,Grocery,Snacks,Local,2,2,4,1,1,60,8,7,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904202,6/30/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00170,Student,Silver,E0059,New Sales,P0114,SKU-100113,Apple Phones Pro,Electronics,Phones,Apple,1,1677,2302,391,153,0,2302,1911,1677,234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904381,6/30/24,7/4/24,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00055,Student,Bronze,E0065,Corporate,P0116,SKU-100115,Bosch Appliances Value,Home,Appliances,Bosch,2,1070,1402,196,209,45,2804,2608,2140,468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900061,7/1/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Wallet,NONE,No Promotion,C00544,Student,Gold,E0027,Customer Care,P0062,SKU-100061,Local Household Eco,Grocery,Household,Local,1,30,37,0,6,0,37,37,30,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900481,7/1/24,7/3/24,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,Partner,Low,EFT,CLEARANCE15,Clearance 15%,C00604,Family,Bronze,E0042,Upgrades,P0157,SKU-100156,Local Household Premium,Grocery,Household,Local,1,15,28,4,2,45,28,24,15,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900506,7/1/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Low,Finance,CLEARANCE15,Clearance 15%,C00094,Family,Bronze,E0007,Upgrades,P0124,SKU-100123,Acer Laptops Air,Electronics,Laptops,Acer,4,833,1098,791,288,0,4392,3601,3332,269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900983,7/1/24,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,EFT,NONE,No Promotion,C01047,Family,None,E0016,Upgrades,P0120,SKU-100119,Dell Laptops Pro,Electronics,Laptops,Dell,4,575,744,60,233,0,2976,2916,2300,616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901336,7/1/24,7/2/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Card,NONE,No Promotion,C00458,Family,None,E0007,Upgrades,P0157,SKU-100156,Local Household Premium,Grocery,Household,Local,4,15,28,0,17,30,112,112,60,52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902428,7/1/24,7/5/24,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Partner,Low,Card,WEEKEND10,Weekend 10%,C00676,Budget,None,E0023,Customer Care,P0104,SKU-100103,Local Snacks Premium,Grocery,Snacks,Local,4,12,21,13,6,0,84,71,48,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902575,7/1/24,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00360,Business,Bronze,E0029,New Sales,P0012,SKU-100011,Samsung Appliances Value,Home,Appliances,Samsung,1,540,857,103,60,0,857,754,540,214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902577,7/1/24,7/7/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Low,Card,LOYALTY5,Loyalty 5%,C00295,Budget,Silver,E0059,New Sales,P0015,SKU-100014,Philips Cleaning Premium,Home,Cleaning,Philips,2,995,1422,142,216,60,2844,2702,1990,712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902846,7/1/24,7/4/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Normal,Wallet,NONE,No Promotion,C00785,Family,Silver,E0055,Corporate,P0162,SKU-100161,Google Phones Air,Electronics,Phones,Google,2,1068,1278,77,198,60,2556,2479,2136,343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
